//path taken
(4,27,8,e)
(4,27,9,e)
(4,27,10,e)
(4,27,11,s)
(4,28,11,s)
(4,29,11,w)
(4,29,10,s)
(4,30,10,w)
(4,30,9,w)
(4,30,8,s)
(4,31,8,s)
(4,32,8,s)
(4,33,8,s)
(4,34,8,s)
(4,35,8,w)
(4,35,7,s)
(4,36,7,w)
(4,36,6,w)
(4,36,5,n)
(4,35,5,w)
(4,35,4,w)
(4,35,3,w)
(4,35,2,w)
(4,35,1,n)
(4,34,1,w)
(4,34,0,n)
(4,33,0,n)
(4,32,0,e)
(4,32,1,e)
(4,32,2,n)
(4,31,2,n)
(4,30,2,2)
(2,30,2,w)
(2,30,1,s)
(2,31,1,s)
(2,32,1,e)
(2,32,2,s)
(2,33,2,s)
(2,34,2,w)
(2,34,1,w)
(2,34,0,s)
(2,35,0,s)
(2,36,0,s)
(2,37,0,s)
(2,38,0,s)
(2,39,0,e)
(2,39,1,e)
(2,39,2,e)
(2,39,3,s)
(2,40,3,s)
(2,41,3,w)
(2,41,2,w)
(2,41,1,w)
(2,41,0,1)
(1,41,0,s)
(1,42,0,s)
(1,43,0,e)
(1,43,1,s)
(1,44,1,s)
(1,45,1,e)
(1,45,2,e)
(1,45,3,2)
(2,45,3,e)
(2,45,4,s)
(2,46,4,s)
(2,47,4,e)
(2,47,5,e)
(2,47,6,n)
(2,46,6,e)
(2,46,7,e)
(2,46,8,n)
(2,45,8,n)
(2,44,8,w)
(2,44,7,w)
(2,44,6,n)
(2,43,6,w)
(2,43,5,n)
(2,42,5,n)
(2,41,5,n)
(2,40,5,n)
(2,39,5,n)
(2,38,5,e)
(2,38,6,n)
(2,37,6,e)
(2,37,7,e)
(2,37,8,s)
(2,38,8,s)
(2,39,8,s)
(2,40,8,e)
(2,40,9,e)
(2,40,10,n)
(2,39,10,n)
(2,38,10,n)
(2,37,10,e)
(2,37,11,n)
(2,36,11,e)
(2,36,12,e)
(2,36,13,s)
(2,37,13,s)
(2,38,13,e)
(2,38,14,s)
(2,39,14,s)
(2,40,14,w)
(2,40,13,s)
(2,41,13,w)
(2,41,12,w)
(2,41,11,s)
(2,42,11,s)
(2,43,11,s)
(2,44,11,e)
(2,44,12,s)
(2,45,12,s)
(2,46,12,s)
(2,47,12,e)
(2,47,13,e)
(2,47,14,s)
(2,48,14,e)
(2,48,15,e)
(2,48,16,e)
(2,48,17,3)
(3,48,17,w)
(3,48,16,w)
(3,48,15,s)
(3,49,15,w)
(3,49,14,w)
(3,49,13,w)
(3,49,12,w)
(3,49,11,w)
(3,49,10,n)
(3,48,10,n)
(3,47,10,e)
(3,47,11,e)
(3,47,12,n)
(3,46,12,e)
(3,46,13,e)
(3,46,14,e)
(3,46,15,e)
(3,46,16,e)
(3,46,17,e)
(3,46,18,s)
(3,47,18,e)
(3,47,19,s)
(3,48,19,e)
(3,48,20,e)
(3,48,21,e)
(3,48,22,s)
(3,49,22,e)
(3,49,23,e)
(3,49,24,e)
(3,49,25,e)
(3,49,26,e)
(3,49,27,n)
(3,48,27,n)
(3,47,27,e)
(3,47,28,n)
(3,46,28,n)
(3,45,28,w)
(3,45,27,w)
(3,45,26,w)
(3,45,25,s)
(3,46,25,w)
(3,46,24,w)
(3,46,23,n)
(3,45,23,w)
(3,45,22,w)
(3,45,21,n)
(3,44,21,n)
(3,43,21,e)
(3,43,22,e)
(3,43,23,n)
(3,42,23,e)
(3,42,24,e)
(3,42,25,e)
(3,42,26,e)
(3,42,27,e)
(3,42,28,e)
(3,42,29,n)
(3,41,29,e)
(3,41,30,n)
(3,40,30,n)
(3,39,30,w)
(3,39,29,w)
(3,39,28,w)
(3,39,27,s)
(3,40,27,w)
(3,40,26,w)
(3,40,25,n)
(3,39,25,n)
(3,38,25,n)
(3,37,25,w)
(3,37,24,n)
(3,36,24,n)
(3,35,24,w)
(3,35,23,n)
(3,34,23,w)
(3,34,22,n)
(3,33,22,w)
(3,33,21,w)
(3,33,20,s)
(3,34,20,w)
(3,34,19,w)
(3,34,18,s)
(3,35,18,s)
(3,36,18,w)
(3,36,17,s)
(3,37,17,s)
(3,38,17,w)
(3,38,16,s)
(3,39,16,w)
(3,39,15,w)
(3,39,14,w)
(3,39,13,w)
(3,39,12,s)
(3,40,12,w)
(3,40,11,w)
(3,40,10,w)
(3,40,9,s)
(3,41,9,w)
(3,41,8,w)
(3,41,7,w)
(3,41,6,s)
(3,42,6,w)
(3,42,5,s)
(3,43,5,s)
(3,44,5,e)
(3,44,6,e)
(3,44,7,e)
(3,44,8,e)
(3,44,9,e)
(3,44,10,e)
(3,44,11,e)
(3,44,12,n)
(3,43,12,e)
(3,43,13,e)
(3,43,14,e)
(3,43,15,s)
(3,44,15,4)
(4,44,15,w)
(4,44,14,w)
(4,44,13,w)
(4,44,12,n)
(4,43,12,w)
(4,43,11,n)
(4,42,11,w)
(4,42,10,w)
(4,42,9,w)
(4,42,8,w)
(4,42,7,w)
(4,42,6,w)
(4,42,5,s)
(4,43,5,s)
(4,44,5,w)
(4,44,4,w)
(4,44,3,n)
(4,43,3,w)
(4,43,2,n)
(4,42,2,n)
(4,41,2,e)
(4,41,3,e)
(4,41,4,n)
(4,40,4,n)
(4,39,4,n)
(4,38,4,e)
(4,38,5,e)
(4,38,6,s)
(4,39,6,e)
(4,39,7,e)
(4,39,8,e)
(4,39,9,n)
(4,38,9,n)
(4,37,9,e)
(4,37,10,n)
(4,36,10,e)
(4,36,11,n)
(4,35,11,e)
(4,35,12,e)
(4,35,13,e)
(4,35,14,n)
(4,34,14,e)
(4,34,15,n)
(4,33,15,3)
(3,33,15,e)
(3,33,16,0)
(0,33,16,s)
(0,34,16,w)
(0,34,15,s)
(0,35,15,s)
(0,36,15,w)
(0,36,14,w)
(0,36,13,w)
(0,36,12,w)
(0,36,11,w)
(0,36,10,w)
(0,36,9,n)
(0,35,9,n)
(0,34,9,w)
(0,34,8,w)
(0,34,7,w)
(0,34,6,s)
(0,35,6,w)
(0,35,5,w)
(0,35,4,n)
(0,34,4,n)
(0,33,4,n)
(0,32,4,n)
(0,31,4,e)
(0,31,5,n)
(0,30,5,e)
(0,30,6,e)
(0,30,7,s)
(0,31,7,1)
(1,31,7,w)
(1,31,6,w)
(1,31,5,w)
(1,31,4,w)
(1,31,3,w)
(1,31,2,3)
(3,31,2,w)
(3,31,1,s)
(3,32,1,s)
(3,33,1,s)
(3,34,1,w)
(3,34,0,s)
(3,35,0,s)
(3,36,0,s)
(3,37,0,e)
(3,37,1,e)
(3,37,2,e)
(3,37,3,e)
(3,37,4,s)
(3,38,4,e)
(3,38,5,e)
(3,38,6,s)
(3,39,6,e)
(3,39,7,e)
(3,39,8,n)
(3,38,8,e)
(3,38,9,e)
(3,38,10,e)
(3,38,11,n)
(3,37,11,n)
(3,36,11,w)
(3,36,10,w)
(3,36,9,w)
(3,36,8,w)
(3,36,7,n)
(3,35,7,w)
(3,35,6,w)
(3,35,5,w)
(3,35,4,n)
(3,34,4,n)
(3,33,4,e)
(3,33,5,n)
(3,32,5,e)
(3,32,6,e)
(3,32,7,n)
(3,31,7,e)
(3,31,8,e)
(3,31,9,s)
(3,32,9,e)
(3,32,10,e)
(3,32,11,e)
(3,32,12,n)
(3,31,12,e)
(3,31,13,n)
(3,30,13,e)
(3,30,14,n)
(3,29,14,n)
(3,28,14,e)
(3,28,15,e)
(3,28,16,s)
(3,29,16,0)
(0,29,16,w)
(0,29,15,w)
(0,29,14,w)
(0,29,13,n)
(0,28,13,w)
(0,28,12,w)
(0,28,11,n)
(0,27,11,w)
(0,27,10,w)
(0,27,9,w)
(0,27,8,n)
(0,26,8,w)
(0,26,7,w)
(0,26,6,w)
(0,26,5,w)
(0,26,4,w)
(0,26,3,w)
(0,26,2,n)
(0,25,2,n)
